doc_id,genre,strategy,num_chunks,avg_chunk_sentences,mean_isd,mean_ibi,document_gpc,document_cma,document_cdf
1909.11687,scientific,GoldSection,14,9.357142857142858,0.3609459118451923,0.12377918830939702,0.45616368801345075,0.7715368781770978,0.6667234059674845
1909.11687,scientific,Fixed-128,25,5.28,0.38565421555191276,0.14097403526306151,0.46915296785836225,0.7726375007629395,0.6252961223858254
1909.11687,scientific,Fixed-256,14,9.571428571428571,0.35610773384438027,0.11018036731651851,0.44991409239627556,0.7947058294500623,0.6761462124892629
1909.11687,scientific,Fixed-512,8,17.625,0.339582723157946,0.07607263326644897,0.43117244206318567,0.8013313636183739,0.7471735124598731
1909.11687,scientific,Recursive-256,21,6.238095238095238,0.3824671542388387,0.13964624490056718,0.46933764786548604,0.7756058147975377,0.6352378240335299
1909.11687,scientific,Semantic-75,34,3.8529411764705883,0.6659905239956809,0.27055996919379516,0.5821700531347502,0.7439297648037181,0.5833562854825398
1909.11687,scientific,RandomMatched,14,9.357142857142858,0.4448253673700882,0.12952896526881627,0.47389360084225235,0.7864692040852138,0.6580631061538734
1909.11687,scientific,ShuffledNull,14,9.357142857142858,0.2921458926118378,0.10034771689346858,0.42722401961797674,0.696516609617642,0.6903084497473008
1605.06083,scientific,GoldSection,10,10.6,0.28428308642469347,0.19123817682266236,0.45943058664436587,0.8035900473594666,0.6404656662609305
1605.06083,scientific,Fixed-128,16,6.625,0.26553714694455266,0.17314168065786362,0.4476537345336906,0.7707042768597603,0.6048654447402644
1605.06083,scientific,Fixed-256,9,12.222222222222221,0.24999198850451243,0.16341545515590244,0.4383192984875663,0.804952495627933,0.6653137679513256
1605.06083,scientific,Fixed-512,5,23.0,0.22372822407633067,0.09079784154891968,0.40177972406741613,0.8245699524879455,0.7567717561671328
1605.06083,scientific,Recursive-256,14,7.571428571428571,0.28489821144778815,0.1796268778187888,0.45507078677702845,0.7780923758234296,0.6135388867059856
